id,title,company,location,url,date_posted,date_scraped,description_snippet,source,job_type,duration,department,relevance_score,status
3d42afec1665eb30,Intern Credit Risk Modelling (f/m/d),UniCredit Group,"München, BY, DE",https://de.indeed.com/viewjob?jk=8fa9220f9ca93439,2026-04-28,2026-04-29T09:26:46.097555+00:00,"### **Allgemeine Informationen**

Job Id
92376
Unternehmen
HypoVereinsbank \- UniCredit Bank GmbH
Competence Line
Risk Management
Funktionsbereich
Risk Management
Standort
München
Land
Deutschland
Kontakt
Dr. Anastasios Maligkris
Besetzungsdatum
01\.06\.2026
Einsatzdauer
6 Month
Jobniveau
Werkstuden",indeed,internship,6 Month,,0.75,new
b6e4c9e503075ff1,Junior Commodities Operations Analyst - 6 Month FTC,Marlin Selection Recruitment,"London Area, United Kingdom",https://www.linkedin.com/jobs/view/4408245004,nan,2026-04-29T09:26:46.097601+00:00,nan,linkedin,internship,,,0.65,new
44d7d9464483149e,Sales Development Representative - (French Speaking) - 100% remote - Europe,Hostaway,"Paris, A8, FR",https://fr.indeed.com/viewjob?jk=804d8a83517340cf,2026-04-28,2026-04-29T09:26:46.097623+00:00,"**NOTE: This is a FULLY remote role, but the candidate must be based within Europe and have Native level French language proficiency to collaborate with their team, peers, and customers. You do not have to be in the specific country or city shown in this listing, but** **please only apply if you are",indeed,internship,,,0.65,new
556b957204ae50b3,Technical Sales Manager France,Daqo Electric Europe,"Paris, Île-de-France, France",https://www.linkedin.com/jobs/view/4406041424,nan,2026-04-29T09:26:46.097649+00:00,nan,linkedin,internship,,,0.65,new
e7ad20f2b82a1828,Sales Development Representative - (French Speaking) - 100% remote - Europe,Hostaway,"Paris, Île-de-France, France",https://www.linkedin.com/jobs/view/4407821867,nan,2026-04-29T09:26:46.097661+00:00,nan,linkedin,internship,,,0.65,new
99b2120faade3578,Graduate Sales Role at VC Backed Startup (£40-80k OTE),Jumpstart,"London Area, United Kingdom",https://www.linkedin.com/jobs/view/4407898386,nan,2026-04-29T09:26:46.097682+00:00,nan,linkedin,internship,,,0.65,new
a17845bb2c912aa7,Founding Sales Development Representative at VC Backed Startup (£40-80K OTE),Jumpstart,"London Area, United Kingdom",https://www.linkedin.com/jobs/view/4408007214,nan,2026-04-29T09:26:46.097698+00:00,nan,linkedin,internship,,,0.65,new
587cbf34840abbc2,Founding Sales Associate at VC Backed Startup (£40-80k OTE),Jumpstart,"London Area, United Kingdom",https://www.linkedin.com/jobs/view/4407891758,nan,2026-04-29T09:26:46.097717+00:00,nan,linkedin,internship,,,0.65,new
42f4da11d10f3822,Sales Development Representative,TalentStack Recruitment,"London Area, United Kingdom",https://www.linkedin.com/jobs/view/4406040791,nan,2026-04-29T09:26:46.097727+00:00,nan,linkedin,internship,,,0.65,new
6f2393641cfc1980,"GTM - Sales Intern, Financial Services",Forest Admin,"Paris, Île-de-France, France",https://www.linkedin.com/jobs/view/4405141916,2026-04-27,2026-04-29T09:26:46.097736+00:00,nan,linkedin,internship,,,0.65,new
8542126602485be3,"Sales Internship, Summer 2026 - Dutch Speaker (2027 Graduates)",targetjobs UK,"London, England, UK",https://www.linkedin.com/jobs/view/4406272057,2026-04-28,2026-04-29T09:26:46.097743+00:00,nan,linkedin,internship,,,0.65,new
f6e13d2cc2da3252,Stagiaire Corporate Lending - Origination & Execution / Credit Analyst,ING,"Paris, Île-de-France, France",https://www.linkedin.com/jobs/view/4406036529,nan,2026-04-29T09:26:46.097750+00:00,nan,linkedin,internship,,,0.65,new
de8bb41527042c9a,Quantitative Strategist - Carbon & Environmental Products,Barclays,"London, England, UK",https://www.linkedin.com/jobs/view/4405583986,nan,2026-04-29T09:26:46.097764+00:00,nan,linkedin,internship,,,0.65,new
9d1c6a471333b975,Cash Equity German Institutional Sales,Optiver,"London, England, UK",https://www.linkedin.com/jobs/view/4406001660,nan,2026-04-29T09:26:46.097770+00:00,nan,linkedin,internship,,,0.65,new
b7741c25775da42b,Intern - Market Risk,CME Group,"London, ENG, GB",https://uk.indeed.com/viewjob?jk=27463d5fee28ae51,2026-04-28,2026-04-29T09:26:46.097777+00:00,"**Market Risk Intern (12\-Month Placement)**  

**Location:** \[Insert Location, e.g., London/Chicago/Belfast]
  

**Company:** CME Group
  

**The Role**  

CME Group is looking for a motivated, analytical, and detail\-oriented **Market Risk Intern** to join our team for a **12\-month placement** .",indeed,internship,,,0.65,new
b9b1f42c6b81064a,"Capital Markets, London - MBA Internship Program",Mubadala Capital,"London Area, United Kingdom",https://www.linkedin.com/jobs/view/4407822500,nan,2026-04-29T09:26:46.097784+00:00,nan,linkedin,internship,,,0.65,new
b37d881df8865dda,Intern - Market Risk,CME Group,"London Area, United Kingdom",https://www.linkedin.com/jobs/view/4407899166,nan,2026-04-29T09:26:46.097791+00:00,nan,linkedin,internship,,,0.65,new
c83699fe0727a948,"Dubai based, Associate – Asset Allocation - Public markets / buy-side - Sovereign Fund",Brock & Decker,"London Area, United Kingdom",https://www.linkedin.com/jobs/view/4408226957,nan,2026-04-29T09:26:46.097800+00:00,nan,linkedin,internship,,,0.65,new
0ee61779642d1c16,Working Student - Derivatives Clearing Design (f/m/d),Deutsche Börse,"Frankfurt am Main, HE, DE",https://de.indeed.com/viewjob?jk=c05cfa8f4163cff3,2026-04-28,2026-04-29T09:26:46.097807+00:00,"### **Build the future of financial markets. Build yours.**


Ready to make a real impact in the financial industry? At Deutsche Börse Group, we'll empower you to grow your career in a supportive and inclusive environment. With our unique business model, driven by 16,000 colleagues around the globe,",indeed,internship,,,0.63,new
