id,title,company,location,url,date_posted,date_scraped,description_snippet,source,job_type,duration,department,relevance_score,status
ffed02e6e7cc4ce9,Internship - Sales & Pricing Actuary (Origination Team),PIC,"London, ENG, GB",https://uk.indeed.com/viewjob?jk=e3ae7918c893c26f,2026-03-06,2026-03-07T07:45:12.001467+00:00,"The New Business (Origination) team at PIC plays a critical role in driving the company’s success by marketing and originating new pension insurance transactions. The team is responsible for identifying, pricing and structuring new business, ensuring transactions are competitive, sustainable and del",indeed,internship,,,0.75,new
284cdbf13a5614f6,Global Markets Quantitative Strategies Data Group 2026 Off-cycle Associate - Paris,Bank of America,"Paris, A8, FR",https://fr.indeed.com/viewjob?jk=67978e3e60a98bd7,2026-03-06,2026-03-07T07:45:12.001509+00:00,"**Global Markets Quantitative Strategies Data Group 2026 Off\-cycle Associate \- Paris**
========================================================================================


Please note the maximum number of applications that you can submit per recruitment season is 8\.


You are only allowed ",indeed,internship,,,0.7,new
f88d68450c2e4144,Global Markets Quantitative Strategies Data Group 2026 Off-cycle Associate - Paris,Bank of America,"Paris, Île-de-France, France",https://www.linkedin.com/jobs/view/4381049559,nan,2026-03-07T07:45:12.001556+00:00,nan,linkedin,internship,,,0.7,new
158ff1d06d3c872e,"Internship - Markets, Fixed Income & Derivative Sales",ABN AMRO Bank N.V.,"London, England, UK",https://www.linkedin.com/jobs/view/4382149735,nan,2026-03-07T07:45:12.001574+00:00,nan,linkedin,internship,,,0.7,new
3034573ed4671491,Stage de fin d’études – Customer Success / CRM / Sales Ops (IA & SaaS) - Canaries (Tenerife),Majors,"Télétravail, FR",https://fr.indeed.com/viewjob?jk=f8d8ebd1fff370e4,2026-03-06,2026-03-07T07:45:12.001593+00:00,"Canaries (Tenerife), Remote, Partie de l'èquipe à Toulouse  
Stage 6 mois – Temps plein  
Bac \+4 / Bac \+5 – Stage de fin d’études  
Possibilité d’embauche à l’issue du stage

À propos de Majors

**Majors** est une plateforme SaaS qui développe des outils d’intelligence artificielle pour les profes",indeed,internship,6 mois,,0.7,new
41ac85754ea8ea96,Internship - Sales & Pricing Actuary (Origination Team),Pension Insurance Corporation plc,"London, England, UK",https://www.linkedin.com/jobs/view/4380262323,nan,2026-03-07T07:45:12.001610+00:00,nan,linkedin,internship,,,0.7,new
15d48ce3c4e1759d,Institutional Rates Sales - Eton Clarke,Jobs via eFinancialCareers,"London, England, UK",https://www.linkedin.com/jobs/view/4381483348,2026-03-05,2026-03-07T07:45:12.001625+00:00,nan,linkedin,internship,,,0.7,new
390a741e909bbcd7,Trading Support Engineer,Caxton Associates,"London, ENG, GB",https://uk.indeed.com/viewjob?jk=8db0ad7895a38dfd,2026-03-06,2026-03-07T07:45:12.001657+00:00,"**About Caxton Associates:**


Caxton Associates, founded in 1983, is a global trading and investment firm with offices in New York, London, Bengaluru, Monaco, Singapore and Dubai. Caxton Associates’ primary business is to manage client and proprietary capital through a suite of products designed to",indeed,internship,,,0.65,new
cb668c06b572f904,Data Intelligence Analyst (3-month Summer Internship) at Mercuria Energy Trading SA via Aubay UK,Aubay UK,"London Area, United Kingdom",https://www.linkedin.com/jobs/view/4380278558,nan,2026-03-07T07:45:12.001670+00:00,nan,linkedin,internship,,,0.65,new
2e740c93752beeea,Trading Support Engineer,Caxton Associates,"London, England, UK",https://www.linkedin.com/jobs/view/4381946906,nan,2026-03-07T07:45:12.001683+00:00,nan,linkedin,internship,,,0.65,new
8a081f51743cc0bf,Stage - Sales and Stylist Advisor,Isabel Marant,"Paris, Île-de-France, France",https://www.linkedin.com/jobs/view/4381958788,nan,2026-03-07T07:45:12.001713+00:00,nan,linkedin,internship,,,0.65,new
b66611e48aec7172,Stage - Sales & Project Management,Diggers Factory,"Paris, Île-de-France, France",https://www.linkedin.com/jobs/view/4381047799,nan,2026-03-07T07:45:12.001725+00:00,nan,linkedin,internship,,,0.65,new
906941fb4720d852,Stage Sales Development Representative - F/H,ChapsVision,"Paris, Île-de-France, France",https://www.linkedin.com/jobs/view/4381033879,nan,2026-03-07T07:45:12.001737+00:00,nan,linkedin,internship,,,0.65,new
b8568865dbb37bc3,Sales Associate (part-time 20hr),Timberland,"London, ENG, GB",https://uk.indeed.com/viewjob?jk=8e835d1fcca2d715,2026-03-06,2026-03-07T07:45:12.001751+00:00,"**Sales Associate** **(part\-time 20hr)**

**Join us now for the chance to be part of an amazing team and be responsible for providing our customers with a memorable shopping experience!**


We’re looking for a passionate **Sales Associate** **(perm, part\-time 20hr)** to join our **Timberland** sto",indeed,internship,,,0.65,new
9cbe26a8e196b888,Sales Development Representative (SDR),Validis,"London, ENG, GB",https://uk.indeed.com/viewjob?jk=7a37f6070b800548,2026-03-06,2026-03-07T07:45:12.001760+00:00,"*Recent graduates and early\-career candidates are encouraged to apply.*

 **About Validis**


We’re a team of passionate, data\-driven people on a mission to help the accounting and financial services industries move faster with better data. Our platform is built to extract and standardise accounti",indeed,internship,,,0.65,new
a17e07f440f7f261,Sales Development Representative (UK),Saviynt,"London, England, UK",https://www.linkedin.com/jobs/view/4371413131,2026-03-05,2026-03-07T07:45:12.001772+00:00,nan,linkedin,internship,,,0.65,new
ed6fd27fa842bd7b,Inside Sales Representative,6sense,"London, England, UK",https://www.linkedin.com/jobs/view/4381612258,2026-03-05,2026-03-07T07:45:12.001779+00:00,nan,linkedin,internship,,,0.65,new
6e5d766b2d44cc42,Sales Development Representative (SDR) - EMEA,parcelLab,"London, England, UK",https://www.linkedin.com/jobs/view/4380035774,2026-03-05,2026-03-07T07:45:12.001786+00:00,nan,linkedin,internship,,,0.65,new
2f366587ee46515d,Sales Development Representative (Nordics),Saviynt,"London, England, UK",https://www.linkedin.com/jobs/view/4371422010,2026-03-04,2026-03-07T07:45:12.001796+00:00,nan,linkedin,internship,,,0.65,new
b707b7161b7547cd,Sales Development Representative,Validis,"London Area, United Kingdom",https://www.linkedin.com/jobs/view/4380694463,nan,2026-03-07T07:45:12.001802+00:00,nan,linkedin,internship,,,0.65,new
f6ab17f2c480f972,Sales Associate - Wineshop (Part Time),Selfridges,"London, England, UK",https://www.linkedin.com/jobs/view/4372704824,nan,2026-03-07T07:45:12.001811+00:00,nan,linkedin,internship,,,0.65,new
7d3bc15e9a4dc72a,Field Sales & Community Acquisition Specialist – London,Principle,"London Area, United Kingdom",https://www.linkedin.com/jobs/view/4381999467,nan,2026-03-07T07:45:12.001819+00:00,nan,linkedin,internship,,,0.65,new
a0a273ba2223a3e4,Sales Enablement Specialist - Internship,Scaleway,"Paris, Île-de-France, France",https://www.linkedin.com/jobs/view/4341338509,nan,2026-03-07T07:45:12.001828+00:00,nan,linkedin,internship,,,0.65,new
0f09943a412cd7e1,Internship - Sales Development - German or Spanish or Dutch speaker - ASAP,The Brand Collector,"Paris, Île-de-France, France",https://www.linkedin.com/jobs/view/4380254678,nan,2026-03-07T07:45:12.001836+00:00,nan,linkedin,internship,,,0.65,new
fdf8f1a517ae2a1d,Sales Development Representative,PitchBook,"London, England, UK",https://www.linkedin.com/jobs/view/4363201904,2026-03-05,2026-03-07T07:45:12.001844+00:00,nan,linkedin,internship,,,0.65,new
936fc6b4515c3928,Sales Associate,Titanbay,"London, England, UK",https://www.linkedin.com/jobs/view/4381404439,2026-03-05,2026-03-07T07:45:12.001851+00:00,nan,linkedin,internship,,,0.65,new
8e136df5c48f17c9,Sales Development Associate,Titanbay,"London, England, UK",https://www.linkedin.com/jobs/view/4382136422,nan,2026-03-07T07:45:12.001858+00:00,nan,linkedin,internship,,,0.65,new
fa3f659311462464,Sales Development Program,Gartner,"London, England, UK",https://www.linkedin.com/jobs/view/4311206925,nan,2026-03-07T07:45:12.001865+00:00,nan,linkedin,internship,,,0.65,new
8ff1e3c57deeb89a,Enterprise Sales Leaders,Clearwater Analytics,"London, England, UK",https://www.linkedin.com/jobs/view/4381072160,nan,2026-03-07T07:45:12.001882+00:00,None,linkedin,internship,,,0.65,new
c5994fcddc80ed70,Sales Manager,Alohi,"Geneva, Geneva, Switzerland",https://www.linkedin.com/jobs/view/4381996197,nan,2026-03-07T07:45:12.001897+00:00,nan,linkedin,internship,,,0.63,new
3b2c8860a3c35a4f,Enterprise Sales Manager with French - Pan EU,U.S. Bank,"Frankfurt am Main, HE, DE",https://de.indeed.com/viewjob?jk=32b574d974c744b0,2026-03-06,2026-03-07T07:45:12.001904+00:00,"At U.S. Bank, we’re on a journey to do our best. Helping the customers and businesses we serve to make better and smarter financial decisions, enabling the communities we support to grow and succeed in the right ways, all more confidently and more often—that’s what we call the courage to thrive. We ",indeed,internship,,,0.63,new
574ff94f28e9535d,"UNCTAD Internship in the Division on International Trade and Commodities
Job ID : 271806",Urban Resilience Hub by UN-Habitat's CRGP,"Geneva, Geneva, Switzerland",https://www.linkedin.com/jobs/view/4382162408,nan,2026-03-07T07:45:12.001916+00:00,None,linkedin,internship,,,0.63,new
b555dfd5c0751f0d,Stage HF - Assistant Sales - Pôle International – Juillet 2026,Lazard,,https://lazard-careers.tal.net/vx/lang-en-GB/mobile-0/appcentre-1/brand-4/xf-26cfb064253b/candidate/so/pm/1/pl/2/opp/4102-Stage-HF-Assistant-Sales-P%C3%B4le-International-Juillet-2026/en-GB,,2026-03-07T07:45:12.001932+00:00,,custom_html,,,,0.55,new
